Région,Délegation,Commune,Nom établissement,Catégorie
Marrakech-Safi,Essaouira,Tahelouante,Tahelouante,CSR-1
Marrakech-Safi,Essaouira,Takoucht,Takoucht,CSR-1
Marrakech-Safi,Essaouira,Aguerd,Ida Ougourd,CSR-1
Marrakech-Safi,Essaouira,Ida Ou Aazza,Ida ouazza (Toughniste),CSR-1
Marrakech-Safi,Essaouira,Imi N'Tlit,Imi-N'tlit,CSR-1
Marrakech-Safi,Essaouira,Sidi Ahmed Essayeh,S.Ahmed Essayeh,CSR-1
Marrakech-Safi,Essaouira,Sidi El Jazouli,Neknafa,CSR-1
Marrakech-Safi,Essaouira,Sidi Hmad Ou Hamed,S.H'mad Ou Hmed,CSR-1
Marrakech-Safi,Essaouira,Sidi Kaouki,Sidi Kaouki,CSR-1
Marrakech-Safi,Essaouira,Smimou,Smimou,CSR-2
Marrakech-Safi,Essaouira,Tafedna,Tafedna,CSR-1
Marrakech-Safi,Essaouira,Tidzi,Tigoudar,CSR-1
Marrakech-Safi,Essaouira,Adaghas,Adaghas,CSR-1
Marrakech-Safi,Essaouira,Adaghas,Artnan,DR
Marrakech-Safi,Essaouira,Aglif,Aglif,CSR-1
Marrakech-Safi,Essaouira,Assais,Assais Akrarou,CSR-2
Marrakech-Safi,Essaouira,Bouzemmour,Bouzemmour  ,CSR-1
Marrakech-Safi,Essaouira,Essaouira (Mun.),Med  B. Ahmed El Bekkal,CDTMR
Marrakech-Safi,Essaouira,Essaouira (Mun.),S.Med B. Abdellah,LSP
Marrakech-Safi,Essaouira,Essaouira (Mun.),El Ghazoua,CSU-1
Marrakech-Safi,Marrakech,Agafay,Ait Daoud (Agafai),CSR-1
Marrakech-Safi,Marrakech,Ait Imour,Ait Imour,CSR-1
Marrakech-Safi,Marrakech,Loudaya,Loudaya,CSR-2
Marrakech-Safi,Marrakech,Sid Zouine,Sid Zouine,CSR-2
Marrakech-Safi,Marrakech,Saada,SAADA I (Taaouniat El Fath),CSR-1
Marrakech-Safi,Marrakech,Saada,Saada Ii (Ferme Laaraj),DR
Marrakech-Safi,Marrakech,Saada,Saada Iii (Harbil),DR
Marrakech-Safi,Marrakech,Souihla,Souihla,CSR-1
Marrakech-Safi,Marrakech,Tassoultante,Sidi Moussa,CSU-1
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Centre De Reference,CRSR
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Labo.  Epidemiologique,LSP
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Medina,CDTMR
Marrakech-Safi,Marrakech,Alouidane,Mhamdia,DR
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Sraghna,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Iziki,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Mellah,CSU-2
Marrakech-Safi,Marrakech,Saada,Dar Essalam(Amira),DR
Marrakech-Safi,Marrakech,Méchouar-Kasba (Mun.),El Kasbah,CSU-1
Marrakech-Safi,Marrakech,Méchouar-Kasba (Mun.),Sidi Amara,CSU-1
Marrakech-Safi,Marrakech,Annakhil (Arrond.),Dar Tounsi,CSU-1
Marrakech-Safi,Marrakech,Annakhil (Arrond.),Ain Itti,CSU-1
Marrakech-Safi,Marrakech,Annakhil (Arrond.),Fekhara,CSU-1
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Hay Mohammadi,CSU-1
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Mohammadia,CSU-1
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Kadi Ayyad,CSU-1
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Bab Doukkala,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Sidi Chanem,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Houmane Fetouaki,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Arsat Moha,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Bahia,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Agdal Ba Ahmed,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Bab Aylane,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Mouassine,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Mokef,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Bab Taghzout,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Morstane,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Abbassy,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Zraib,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Ryad Laarouss,CSU-1
Marrakech-Safi,Marrakech,Marrakech-Médina (Arrond.),Dar El Bacha,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Massira I,CSU-2
Marrakech-Safi,Marrakech,Ménara (Arrond.),Hay Hassani,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Castor,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Mhamid,CSU-1
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Akiod,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Azli,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Maatallah,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Azzouzia,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Massira II,CSU-1
Marrakech-Safi,Marrakech,Sidi Youssef Ben Ali (Arrond.),Youssef  B.Tachfine,CSU-2
Marrakech-Safi,Marrakech,Sidi Youssef Ben Ali (Arrond.),Kobba,CSU-1
Marrakech-Safi,Marrakech,Sidi Youssef Ben Ali (Arrond.),Oasis,CSU-1
Marrakech-Safi,Marrakech,Sidi Youssef Ben Ali (Arrond.),Chouhada,CSU-1
Marrakech-Safi,Marrakech,Alouidane,Chouiter,CSR-1
Marrakech-Safi,Marrakech,Alouidane,Touihina,DR
Marrakech-Safi,Marrakech,Alouidane,Beggara,DR
Marrakech-Safi,Marrakech,M'Nabha,Kettara,CSR-2
Marrakech-Safi,Marrakech,M'Nabha,Had Mnabha,DR
Marrakech-Safi,Marrakech,Harbil,Harbil (Nzalt Lharmel ),CSR-1
Marrakech-Safi,Marrakech,Harbil,Ait Bella Ousaid,DR
Marrakech-Safi,Marrakech,Harbil,Tamansourt-B,CSR-1
Marrakech-Safi,Marrakech,Oulad Hassoune,Ouad Lahjar  ,CSR-2
Marrakech-Safi,Marrakech,Oulad Hassoune,Oulad Hassoune,DR
Marrakech-Safi,Marrakech,Oulad Hassoune,Oulad Mezzoug,DR
Marrakech-Safi,Marrakech,Oulad Hassoune,Zaouit Ben Sassi,DR
Marrakech-Safi,Marrakech,Ouahat Sidi Brahim,Ouahat S.Brahim (Oulad Belaaguid),CSR-2
Marrakech-Safi,Marrakech,Ouled Dlim,Centre 44  ,CSR-1
Marrakech-Safi,Marrakech,Ouled Dlim,Ouled Dlim,DR
Marrakech-Safi,Marrakech,Ouled Dlim,Hayyane,DR
Marrakech-Safi,Marrakech,Ouled Dlim,Abda Scarna,DR
Marrakech-Safi,Marrakech,Ouled Dlim,Azib Sid Zouine,DR
